track_uri,name,artists_names,song_popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artists_popularities,artists_genres,artists_followers,predicted_mood
open.spotify.com/track/5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,The Smashing Pumpkins,75,1995,0.767,0.787,3.0,-9.897,1.0,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4,74,alternative metal,4428779,happy
open.spotify.com/track/4wteGC0HtLeZWjDcczc4Pw,RATATA,Skrillex,75,2023-02-17,0.889,0.6,9.0,-10.603,1.0,0.144,0.0145,0.0,0.08,0.501,123.978,126774,4,80,brostep,8147269,calm
open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt,This City,Sam Fischer,75,2019-12-11,0.605,0.377,11.0,-6.213,1.0,0.0443,0.733,0.0,0.0808,0.519,73.877,194853,4,67,australian pop,230142,calm
open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,75,2021-04-30,0.477,0.727,2.0,-4.053,1.0,0.286,0.000866,0.0,0.108,0.227,150.062,236524,4,78,hip hop,9480628,energetic
open.spotify.com/track/7Ar4G7Ci11gpt6sfH9Cgz5,Listen to the Music,The Doobie Brothers,75,1972,0.645,0.598,1.0,-13.18,0.0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,4,69,album rock,2217301,happy
open.spotify.com/track/15VRO9CQwMpbqUYA7e6Hwg,The Man Who Sold The World,Nirvana,75,1994-11-01,0.483,0.753,1.0,-8.937,0.0,0.0832,0.425,0.000142,0.257,0.42,115.102,261093,4,82,grunge,17281704,sad
open.spotify.com/track/3850dYVgOFIXJh5U4BFEWH,Hung Up,Madonna,75,2005-11-11,0.649,0.647,9.0,-7.695,0.0,0.0452,0.0039,0.161,0.0686,0.405,125.02,337733,4,79,dance pop,6848424,happy
open.spotify.com/track/5B0kgjHULYJhAQkK5XsMoC,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",75,2021-06-25,0.493,0.653,0.0,-5.666,0.0,0.0466,0.269,0.0,0.511,0.852,142.347,121573,4,88,hip hop,10893483,happy
open.spotify.com/track/1lKI9y1DL6QnYTZguVmACX,La Media Vuelta,Luis Miguel,75,1994-08-30,0.631,0.683,7.0,-8.788,1.0,0.0344,0.291,0.0,0.0994,0.708,97.959,161040,4,83,bolero,11998993,happy
open.spotify.com/track/7v8wKvNQQIxkugCFFjrkaO,残響散歌,Aimer,75,2021-12-06,0.367,0.896,11.0,-4.002,1.0,0.091,0.000627,0.0,0.207,0.38,170.863,184893,4,70,anime,2188457,energetic
open.spotify.com/track/2lNTHWu2I5Tcz9ukWsV5Jj,Next Thing You Know,Jordan Davis,75,2022-08-12,0.557,0.597,5.0,-8.296,1.0,0.048,0.646,0.0,0.0974,0.414,78.526,175238,4,75,contemporary country,862869,calm
open.spotify.com/track/6981hdSOqG8tP6xTqaySa1,Ojos Verdes,Julión Álvarez y su Norteño Banda,75,2013-09-23,0.787,0.469,5.0,-5.503,1.0,0.039,0.653,0.0,0.0612,0.923,106.995,237080,4,79,banda,2835280,happy
open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,Billie Eilish,75,2019-03-29,0.678,0.533,4.0,-10.485,1.0,0.186,0.462,0.219,0.139,0.323,150.455,180953,4,89,art pop,78663825,calm
open.spotify.com/track/3xgT3xIlFGqZjYW9QlhJWp,Dancing With A Stranger (with Normani),Sam Smith,75,2020-10-30,0.741,0.52,8.0,-7.513,1.0,0.0656,0.447,1.97e-06,0.222,0.347,102.998,171030,4,88,pop,22222730,calm
open.spotify.com/track/6sOSd3PYqy3UnSXF5r0MvN,SHERATON,El Jordan 23,75,2023-02-23,0.903,0.713,9.0,-4.7,0.0,0.139,0.209,0.0,0.0588,0.73,98.027,92473,4,71,mambo chileno,745597,calm
open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H,21,Polo G,75,2020-05-15,0.783,0.479,7.0,-10.646,1.0,0.541,0.149,0.0,0.101,0.533,176.027,163798,4,84,chicago rap,9325312,calm
open.spotify.com/track/16axxBqfSvis8mjhrLHWeH,Who We Love (feat. Ed Sheeran),Sam Smith,75,2023-01-27,0.568,0.289,11.0,-8.973,1.0,0.0395,0.858,0.0,0.0943,0.338,140.122,162390,4,88,pop,22222730,calm
open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY,I GUESS I'M IN LOVE,Clinton Kane,75,2021-08-20,0.422,0.34,0.0,-6.577,1.0,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094,4,69,alt z,878023,sad
open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,75,2016-05-27,0.803,0.585,8.0,-5.861,1.0,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,214480,4,70,dance pop,15515844,happy
open.spotify.com/track/0vg4WnUWvze6pBOJDTq99k,You're Beautiful,James Blunt,75,2005-08-08,0.675,0.479,0.0,-9.87,0.0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,209493,4,72,neo mellow,2764944,calm
open.spotify.com/track/2BHj31ufdEqVK5CkYDp9mA,Mayonaka no Door / Stay With Me,Miki Matsubara,75,2008,0.658,0.747,5.0,-6.615,1.0,0.0431,0.176,8.49e-06,0.0789,0.792,108.259,312293,4,62,classic city pop,314732,happy
open.spotify.com/track/4za7UzHuKvr84o8h9CxqV1,2 Hielos,King Savagge,75,2023-02-02,0.844,0.63,1.0,-8.658,1.0,0.106,0.0849,1.77e-05,0.274,0.923,105.013,194214,4,70,mambo chileno,213918,happy
open.spotify.com/track/2fQrrBtuNVMWOHqLyk4EfO,Yo Todo Lo Doy,Alfredo Olivas,75,2022-09-30,0.597,0.725,2.0,-6.686,0.0,0.136,0.306,0.000161,0.3,0.8,189.96,202453,4,80,banda,5593275,happy
open.spotify.com/track/43mnNatwMMydJ4CxMdQVnJ,"Farewell, Neverland",TOMORROW X TOGETHER,75,2023-01-27,0.615,0.645,1.0,-5.87,0.0,0.134,0.357,0.0,0.113,0.787,167.952,180676,4,80,k-pop,7763935,happy
open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2,Taking A Walk,Trippie Redd,75,2018-08-10,0.767,0.538,0.0,-6.044,0.0,0.052,0.68,0.0,0.192,0.343,81.031,121680,4,83,melodic rap,8559916,calm
open.spotify.com/track/7oVEtyuv9NBmnytsCIsY5I,BURN IT DOWN,Linkin Park,75,2012-06-20,0.585,0.972,9.0,-4.45,0.0,0.0534,0.0143,0.0,0.0707,0.585,110.006,230253,4,87,alternative metal,23069480,energetic
open.spotify.com/track/3PKN5j2dKkzsLbrpcdyzLX,Sentosa,Peso Pluma,75,2022-05-13,0.824,0.636,9.0,-6.677,0.0,0.294,0.031,1.19e-06,0.0979,0.672,174.072,151595,4,91,sad sierreno,1548818,happy
open.spotify.com/track/6Z165JvPnS8PYvGW8oLGLc,Flowers,Lauren Spencer Smith,75,2022-04-14,0.684,0.449,3.0,-9.738,1.0,0.611,0.869,0.0,0.0881,0.341,66.165,157373,4,70,alt z,876144,calm
open.spotify.com/track/0EYOdF5FCkgOJJla8DI2Md,B.Y.O.B.,System Of A Down,75,2005-05-17,0.538,0.981,1.0,-2.688,0.0,0.14,0.00662,0.0,0.219,0.711,101.414,255467,4,80,alternative metal,9020444,energetic
open.spotify.com/track/1Tcm4Qi0lbzXofH11MIzJs,La Boda Del Huitlacoche - Live,Carin Leon,75,2020-03-19,0.684,0.882,9.0,-7.963,1.0,0.0761,0.517,9.81e-05,0.296,0.892,140.545,188417,3,85,corrido,5934383,happy
open.spotify.com/track/6Nm8h73ycDG2saCnZV8poF,Dragula,Rob Zombie,75,1998-01-01,0.591,0.963,0.0,-6.489,0.0,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03,222827,4,68,alternative metal,2475237,energetic
open.spotify.com/track/1uTHr7ij3eiDdUXvQfA5au,Sobran Motivos,Conjunto Rienda Real,75,2023-02-10,0.659,0.794,5.0,-4.379,0.0,0.0381,0.349,3.91e-06,0.168,0.776,123.801,185339,4,65,nueva musica mexicana,54515,happy
open.spotify.com/track/3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,Black Eyed Peas,75,2010-01-01,0.659,0.628,0.0,-8.685,0.0,0.179,0.186,0.0,0.105,0.262,94.05,219427,4,82,dance pop,7349637,calm
open.spotify.com/track/6Yard5LK4aXEn0kBKtHSob,Se Fue La Pantera (En Vivo),Grupo Firme,75,2021-08-12,0.557,0.66,3.0,-4.467,1.0,0.0768,0.118,0.0,0.085,0.907,128.179,202022,4,81,musica mexicana,9373028,happy
open.spotify.com/track/1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,Talking Heads,75,1977-09-16,0.721,0.521,2.0,-8.123,1.0,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413,4,70,art punk,2106792,happy
open.spotify.com/track/00Mb3DuaIH1kjrwOku9CGU,Sk8er Boi,Avril Lavigne,75,2002-06-04,0.487,0.9,0.0,-4.417,1.0,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000,4,77,canadian pop,9714826,energetic
open.spotify.com/track/7o9uu2GDtVDr9nsR7ZRN73,Time After Time,Cyndi Lauper,75,1983-10-14,0.726,0.449,0.0,-9.206,1.0,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,241333,4,71,new wave pop,2275358,sad
open.spotify.com/track/1eprzC29mwUQqcVj0eILdx,PSYCHO,Anne-Marie,75,2022-09-15,0.62,0.681,9.0,-4.915,1.0,0.356,0.0138,0.0,0.0248,0.741,160.743,162493,4,78,dance pop,10716185,energetic
open.spotify.com/track/1zu2GKHPJIsUu80SUJX4H4,Devil Doesn’t Bargain,Alec Benjamin,75,2022-04-15,0.448,0.606,3.0,-4.565,1.0,0.0609,0.577,0.0,0.217,0.483,121.15,163613,4,77,alt z,4230071,sad
open.spotify.com/track/5XUuldRjPXcP5QxyEN4IXT,Voices In My Head,Falling In Reverse,75,2022-05-31,0.546,0.898,2.0,-3.067,0.0,0.162,0.0266,0.0,0.129,0.639,173.17,191415,4,75,modern rock,2509062,happy
open.spotify.com/track/4i7HqWsN7iJzsXpsW5h1nb,Bad Habit - Sped Up,Steve Lacy,75,2022-07-14,0.709,0.679,9.0,-4.828,1.0,0.0588,0.808,4.61e-05,0.428,0.852,102.653,191336,4,83,afrofuturism,3121869,happy
open.spotify.com/track/4q05KbxYZ5JdkmrletgPjF,Whistle (feat. Calum Scott),Jax Jones,75,2023-02-10,0.701,0.88,10.0,-4.56,0.0,0.0358,0.182,7.33e-06,0.0649,0.623,124.039,181958,4,75,dance pop,1099473,happy
open.spotify.com/track/5W8jRrZ6tWrTrqnKRtIQBf,p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,75,2021-05-14,0.861,0.656,4.0,-7.867,0.0,0.425,0.104,0.0,0.0986,0.331,88.967,218210,4,88,conscious hip hop,19697795,calm
open.spotify.com/track/5ln5yQdUywVbf8HhFsOcd6,Walls Could Talk,Halsey,75,2017-06-02,0.626,0.423,1.0,-6.035,1.0,0.0513,0.128,0.0,0.18,0.571,95.162,101790,4,84,dance pop,19839462,calm
open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,Losin Control,Russ,75,2017-05-05,0.759,0.245,6.0,-6.545,1.0,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4,79,hawaiian hip hop,4763933,sad
open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb,La flaca,Jarabe De Palo,75,1996-09-30,0.871,0.481,7.0,-9.068,1.0,0.0383,0.52,5.54e-05,0.0809,0.664,103.063,261200,4,69,latin alternative,1466530,calm
open.spotify.com/track/6ug9fUi5oLLgQgOF1G8WkM,California Breeze,Lil Baby,75,2022-10-14,0.738,0.666,5.0,-6.97,0.0,0.455,0.00361,0.0,0.107,0.215,161.734,177789,4,90,atl hip hop,13597923,energetic
open.spotify.com/track/6Qpfsw8OS5HW5XxgmXYLWS,Handle On You,Parker McCollum,75,2022-08-05,0.588,0.931,6.0,-3.925,1.0,0.0318,0.00411,0.0,0.345,0.625,105.027,219333,4,69,contemporary country,306034,energetic
open.spotify.com/track/4T18CIOag4LfuqqfzyBQmw,Malory,Ryan Castro,75,2021-09-21,0.803,0.745,2.0,-5.251,1.0,0.0657,0.136,0.00763,0.0712,0.628,107.077,116636,4,75,reggaeton,1538388,happy
open.spotify.com/track/4e0FYxSROat25pH16zMTZI,Love Me,Lil Tecca,75,2019-08-30,0.719,0.538,11.0,-6.897,0.0,0.28,0.632,0.0,0.135,0.803,204.132,117013,4,78,melodic rap,5860152,calm
open.spotify.com/track/2WxUIiq06XXPYWl9YcRJnD,Our Time,Lil Tecca,75,2020-09-18,0.895,0.439,5.0,-12.142,0.0,0.319,0.199,0.0,0.0683,0.633,109.988,98413,4,78,melodic rap,5860152,calm
open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT,motive (with Doja Cat),Ariana Grande,75,2020-10-30,0.789,0.742,10.0,-5.664,0.0,0.0652,0.0681,0.0,0.166,0.661,116.965,167990,4,91,dance pop,89209352,happy
open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay,75,2019-10-04,0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4,73,contemporary country,2897571,sad
open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,Logic,75,2017-05-05,0.62,0.574,5.0,-7.788,0.0,0.0479,0.569,0.0,0.19,0.357,100.023,250173,4,79,conscious hip hop,5879208,sad
open.spotify.com/track/3F8ydJz1se1vIxZTRcRjIJ,PRINCE OF DARKNESS,SHADXWBXRN,75,2022-01-14,0.685,0.93,8.0,-4.65,1.0,0.0398,0.153,0.841,0.168,0.487,124.011,123871,4,67,drift phonk,105663,happy
open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",gnash,75,2016-03-25,0.492,0.275,6.0,-13.4,0.0,0.3,0.687,0.0,0.101,0.18,92.6,251034,4,65,alt z,1591689,calm
open.spotify.com/track/38muRUB5vaK3pW0Iu4A0iZ,Hundred Miles,Yall,75,2015-09-15,0.479,0.714,7.0,-3.776,0.0,0.109,0.025,0.0153,0.205,0.49,98.236,172415,4,61,,34846,happy
open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,75,2005-02-22,0.72,0.744,1.0,-6.938,0.0,0.12,0.237,0.0,0.255,0.619,78.953,243773,4,70,dance pop,1440538,happy
open.spotify.com/track/4IlqQhaxrGPxmg35YcXXuS,Dancin - Krono Remix,Various Artists,75,2019-11-11,0.751,0.727,10.0,-9.789,0.0,0.0304,0.0442,0.0338,0.1,0.28,119.982,256000,4,0,,1873341,energetic
open.spotify.com/track/4JGKZS7h4Qa16gOU3oNETV,Dreams,The Cranberries,75,1993-03-01,0.551,0.643,4.0,-13.091,1.0,0.0353,0.00313,0.00385,0.421,0.514,128.661,271560,4,74,irish rock,3313952,happy
open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,75,2017-09-07,0.259,0.437,11.0,-6.589,0.0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239000,4,77,dance pop,22088233,sad
open.spotify.com/track/5PSkF3QpVMlAx8U5Inxj39,Vento Forte,Mc Jacaré,75,2022-07-01,0.86,0.78,3.0,-4.158,0.0,0.131,0.246,0.000827,0.31,0.801,130.048,123712,4,70,arrochadeira,254667,happy
open.spotify.com/track/0qcr5FMsEO85NAQjrlDRKo,"Let It Go - From ""Frozen""/Soundtrack Version",Various Artists,75,2013-01-01,0.543,0.485,8.0,-6.85,1.0,0.0305,0.558,0.0,0.12,0.371,136.961,223840,4,0,,1873341,sad
open.spotify.com/track/6v0UJD4a2FtleHeSYVX02A,I Drink Wine,Adele,75,2021-11-19,0.437,0.565,10.0,-5.596,1.0,0.0466,0.697,0.0,0.119,0.306,115.389,376169,4,87,british soul,47385084,sad
open.spotify.com/track/1wVuPmvt6AWvTL5W2GJnzZ,Talking to the Moon,Bruno Mars,75,2010-10-05,0.498,0.59,1.0,-4.721,0.0,0.032,0.511,0.0,0.107,0.0784,145.867,217867,4,89,dance pop,47341543,sad
open.spotify.com/track/5vC8UAOHeG95ehRzZChniB,Ai Preto,L7NNON,75,2022-06-03,0.953,0.57,6.0,-5.149,1.0,0.245,0.537,0.0,0.0993,0.834,129.947,131583,4,77,funk rj,2958656,happy
open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E,Solita,Ozuna,75,2018-01-19,0.807,0.633,10.0,-6.016,0.0,0.0929,0.0564,0.0,0.107,0.325,138.038,311726,4,89,puerto rican pop,36210630,energetic
open.spotify.com/track/6TClJ8jXi3OBV7gcrU3jx5,TERE TE,Various Artists,75,2021-11-21,0.692,0.488,7.0,-10.96,0.0,0.135,0.0508,0.0,0.154,0.299,171.9,114419,4,0,,1873341,calm
open.spotify.com/track/2pg2TiYo9Rb8KeB5JjP7jS,Sativa,Jhené Aiko,75,2017-09-22,0.741,0.61,6.0,-7.34,0.0,0.0511,0.316,0.0,0.534,0.72,125.99,276960,4,78,pop,6337236,happy
open.spotify.com/track/5elW2CKSoqjYoJ32AGDxf1,Polaroid Love,ENHYPEN,75,2022-01-10,0.738,0.67,7.0,-3.766,0.0,0.0439,0.458,0.0,0.361,0.651,138.055,184602,4,76,anime,5292562,happy
open.spotify.com/track/0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin,75,1969-10-22,0.412,0.902,9.0,-11.6,1.0,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4,78,album rock,13229245,energetic
open.spotify.com/track/1CxtymiucDK0AB9vgGZ6q2,J’comprends pas,PNL,75,2015-03-02,0.373,0.523,1.0,-9.111,1.0,0.041,0.228,0.0171,0.111,0.0398,104.959,283493,4,75,french hip hop,6775766,sad
open.spotify.com/track/35ns1WEurw3MVlHJjHwNWQ,La Máquina,Anuel AA,75,2022-12-09,0.799,0.775,11.0,-5.869,1.0,0.077,0.0308,0.00526,0.309,0.605,95.027,296907,4,89,reggaeton,27967083,energetic
open.spotify.com/track/09riz9pAPJyYYDVynE5xxY,1000 Blunts,$uicideboy$,75,2022-07-29,0.83,0.698,5.0,-6.517,0.0,0.077,0.224,1.02e-06,0.191,0.595,132.99,175476,4,87,dark trap,5347787,happy
open.spotify.com/track/33SNO8AaciGbNaQFkxvPrW,Kiwi,Harry Styles,75,2017-05-12,0.375,0.93,2.0,-2.631,1.0,0.0561,0.00064,0.0,0.318,0.491,147.124,176387,4,90,pop,26880130,energetic
open.spotify.com/track/6W21LNLz9Sw7sUSNWMSHRu,Freak On a Leash,Korn,75,1998-08-18,0.353,0.898,2.0,-5.877,1.0,0.052,2.23e-05,0.105,0.39,0.525,103.293,255733,4,76,alternative metal,6176485,energetic
open.spotify.com/track/0G17UriYHMjXnZE2OJJSMR,SUNRISE (Slowed + Reverb),Xantesha,75,2022-06-10,0.74,0.934,10.0,-8.178,1.0,0.0384,0.063,0.831,0.198,0.261,119.693,138857,4,65,phonk brasileiro,55192,calm
open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,Jack Harlow,75,2020-03-13,0.923,0.604,11.0,-6.671,0.0,0.245,0.017,0.0,0.272,0.826,145.062,139741,4,81,deep underground hip hop,2835186,happy
open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset),Kodak Black,75,2018-12-14,0.861,0.603,8.0,-5.788,0.0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,4,82,florida drill,9149440,happy
open.spotify.com/track/2x7MyWybabEz6Y6wvHuwGE,Just Dance,Lady Gaga,75,2008-01-01,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,4,87,art pop,25849277,energetic
open.spotify.com/track/4K06PO78fW4mnBVenxGNob,Conversations,Juice WRLD,75,2020-07-10,0.747,0.622,11.0,-5.825,1.0,0.0838,0.176,0.0,0.151,0.57,159.93,181661,4,90,chicago rap,28492575,happy
open.spotify.com/track/5dPz35akJjPqb17yeqNwqH,Ghost,Justin Bieber,75,2021-03-19,0.604,0.741,2.0,-5.571,1.0,0.0475,0.178,3.49e-05,0.409,0.473,153.947,153190,4,91,canadian pop,71019605,happy
open.spotify.com/track/2kS6td1yvmpNgZTt1q5pQq,Hayloft,Mother Mother,75,2008-09-23,0.527,0.922,9.0,-2.666,0.0,0.0728,0.00475,0.000162,0.422,0.49,95.975,181680,4,74,vancouver indie,3323515,energetic
open.spotify.com/track/2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,75,1965-07-30,0.723,0.863,2.0,-7.89,1.0,0.0338,0.0383,0.0317,0.128,0.931,136.302,222813,4,79,british invasion,12775728,happy
open.spotify.com/track/0ixyLzNaPr7G2Fu5ETgssB,How Does It Feel,Chlöe,75,2023-02-24,0.575,0.738,8.0,-3.65,1.0,0.0712,0.208,0.0,0.153,0.391,82.609,166623,4,68,dance pop,274057,calm
open.spotify.com/track/2ThaHV10xrAcL2WfqXyLnp,Symphony,Imagine Dragons,75,2022-07-01,0.662,0.64,7.0,-5.223,1.0,0.0742,0.0227,0.0,0.142,0.921,90.002,175833,4,89,modern rock,46793110,happy
open.spotify.com/track/4pH8cIlMI9NrTWcDiQbuRe,Miss You - Sped Up Version,Oliver Tree,75,2022-10-17,0.527,0.66,0.0,-10.692,1.0,0.0877,0.0141,0.0185,0.156,0.283,173.979,171702,4,81,alternative hip hop,2238718,calm
open.spotify.com/track/4vuVzf7BIZhDAFm3TB0Tzy,Enough,charlieonnafriday,75,2022-08-05,0.745,0.543,7.0,-8.137,1.0,0.0396,0.22,0.0,0.174,0.242,139.964,185267,4,68,,225345,calm
open.spotify.com/track/1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,Green Day,75,1994-02-01,0.531,0.909,11.0,-4.236,1.0,0.034,0.0175,0.0,0.231,0.814,97.546,178000,4,80,permanent wave,13910935,happy
open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,Pure Water (with Migos),Mustard,75,2019-06-28,0.682,0.559,0.0,-5.545,1.0,0.127,0.174,0.0,0.344,0.137,202.015,192471,4,75,cali rap,1049327,happy
open.spotify.com/track/4aOOExMBUyxKnEYb39SrTg,Riot,XXXTENTACION,75,2020-06-01,0.509,0.542,3.0,-8.027,0.0,0.442,0.019,0.00639,0.23,0.151,97.767,78681,4,88,emo rap,41056818,calm
open.spotify.com/track/68QcquxCS39cQGTsRrJWIR,Amorfoda,Bad Bunny,75,2018-02-15,0.749,0.418,9.0,-7.925,0.0,0.0587,0.985,0.000126,0.0832,0.307,147.887,153887,3,98,reggaeton,67091189,calm
open.spotify.com/track/37nYSBS0MfRCm913QwCCYo,On tha linë,Yeat,75,2022-02-18,0.771,0.594,1.0,-8.991,0.0,0.193,0.00482,6.88e-06,0.111,0.119,149.106,154787,4,85,pluggnb,2145775,calm
open.spotify.com/track/5x5JM1BSB6vollcIzDocqT,The Climb,Miley Cyrus,75,2009-01-01,0.336,0.602,4.0,-6.354,1.0,0.0325,0.0635,0.0,0.141,0.299,161.01,234520,4,92,pop,20250106,sad
open.spotify.com/track/78ul3D77noQsYjSwvwiPU1,Break it off - Bonus,PinkPantheress,75,2021-10-15,0.552,0.904,11.0,-4.891,0.0,0.114,0.0027,8.85e-06,0.0786,0.746,171.788,96133,4,84,,1928246,happy
open.spotify.com/track/6HIIuuUIEzH1meVdGbMXyf,Ya Supérame (En Vivo),Grupo Firme,75,2021-08-13,0.436,0.4,0.0,-6.521,1.0,0.11,0.463,0.0,0.76,0.568,75.576,189050,3,81,musica mexicana,9373028,calm
open.spotify.com/track/0HINQFSerZ6iMfSsaTO3G5,12x3,DEKKO,75,2021-12-21,0.869,0.727,2.0,-4.956,1.0,0.121,0.00118,6.97e-05,0.183,0.613,93.989,159200,4,66,reggaeton,485820,happy
open.spotify.com/track/46M2hXnaQpueG7vSvgVtVH,GTG,Freddie Dredd,75,2018-08-10,0.88,0.777,7.0,-6.875,0.0,0.125,0.164,0.0171,0.0957,0.974,154.955,93894,4,78,aesthetic rap,1449375,happy
open.spotify.com/track/0uk9sQ7MjK0CdAUinD4xBV,Ek Din Pyaar,MC STAN,75,2020-12-31,0.717,0.699,5.0,-5.665,0.0,0.251,0.223,0.0,0.139,0.689,100.147,186600,4,71,desi hip hop,2035052,happy
open.spotify.com/track/73ZWAySu4UX5LkpCM6zjYh,CHRONICALLY CAUTIOUS,Braden Bales,75,2023-02-24,0.698,0.581,1.0,-4.33,1.0,0.155,0.262,0.0,0.166,0.865,139.89,119571,4,61,,58264,happy
open.spotify.com/track/4PmMVdIFpJTB9WQbmILf4p,How We Do,The Game,75,2005,0.862,0.648,4.0,-7.401,0.0,0.251,0.0455,0.0,0.0332,0.637,98.012,235533,4,74,gangster rap,4525794,happy
open.spotify.com/track/31CzqHBAfAfowv3psQ3dvS,Munch (Feelin’ U),Ice Spice,75,2023-01-20,0.662,0.603,11.0,-5.595,0.0,0.364,0.348,0.0,0.085,0.599,133.629,104160,3,84,,969451,calm
open.spotify.com/track/04KTF78FFg8sOHC1BADqbY,Hot In Herre,Nelly,75,2002-06-25,0.956,0.745,11.0,-4.753,0.0,0.12,0.206,0.0,0.0615,0.912,107.075,228240,4,76,dance pop,2384658,happy
open.spotify.com/track/4lIxdJw6W3Fg4vUIYCB0S5,Style,Taylor Swift,75,2014-10-27,0.598,0.786,2.0,-5.572,1.0,0.0383,0.00253,0.0016,0.117,0.456,95.019,231000,4,100,pop,71194980,energetic
open.spotify.com/track/0M6urYKXizSJgtuipqmctu,Gilded Lily - Sped Up,Cults,75,2022-10-26,0.382,0.586,1.0,-6.402,0.0,0.031,0.484,7.7e-06,0.167,0.119,68.156,192727,4,74,experimental pop,632794,sad
open.spotify.com/track/4T6FWA703h6H7zk1FoSARw,New Light,John Mayer,75,2021-07-16,0.826,0.694,7.0,-7.862,1.0,0.0315,0.316,0.0285,0.074,0.852,123.932,217427,4,79,neo mellow,5820229,happy
open.spotify.com/track/7qH9Z4dJEN0l9bidizW7fq,Anchor,Novo Amor,75,2017-05-26,0.457,0.407,9.0,-11.475,1.0,0.0308,0.805,0.884,0.126,0.126,117.053,257533,4,73,ambient folk,842018,calm
open.spotify.com/track/6PkxSIt2TYLMFa8ybyngVP,Eat Your Young,Hozier,75,2023-03-17,0.551,0.587,5.0,-6.857,1.0,0.0291,0.382,0.128,0.26,0.365,89.985,242293,4,82,irish singer-songwriter,5588264,calm
open.spotify.com/track/190jyVPHYjAqEaOGmMzdyk,Beauty And A Beat,Justin Bieber,75,2012-06-15,0.602,0.843,0.0,-4.831,1.0,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,227987,4,91,canadian pop,71019605,energetic
open.spotify.com/track/2Nk3gXgekore0lfB7PCnub,El Paciente,Alfredo Olivas,75,2017-08-18,0.706,0.713,3.0,-3.609,1.0,0.0367,0.319,0.0,0.114,0.973,142.002,211267,3,80,banda,5593275,happy
open.spotify.com/track/73SpzrcaHk0RQPFP73vqVR,No Time To Die,Billie Eilish,75,2020-02-13,0.38,0.219,4.0,-13.273,0.0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265,4,89,art pop,78663825,sad
